timestamp,substation,Sim GIC (Median),Sim GIC (2.5),Sim GIC (97.5),sub lat,sub lon,site_1_device,site_1_gic,site_1_Latitude,site_1_Longitude,site_1_Distance
2024-05-10 12:00:00,105031194,0.03847832433902133,0.016243864353415075,0.060712784324627594,33.4122281035946,-112.50028495142833,10063,0.0,33.4,-112.5,1.3599603290246456
2024-05-10 12:01:00,105031194,0.012766814170960575,0.0011898015048036042,0.024343826837117548,33.4122281035946,-112.50028495142833,10063,0.0,33.4,-112.5,1.3599603290246456
2024-05-10 12:02:00,105031194,0.023962157940594097,0.011289433451748961,0.036634882429439235,33.4122281035946,-112.50028495142833,10063,0.0,33.4,-112.5,1.3599603290246456
2024-05-10 12:03:00,105031194,0.018475036914658762,0.006393875477553381,0.030556198351764145,33.4122281035946,-112.50028495142833,10063,0.0,33.4,-112.5,1.3599603290246456
2024-05-10 12:04:00,105031194,0.03534534763396854,0.016862188495436824,0.05382850677250025,33.4122281035946,-112.50028495142833,10063,0.0,33.4,-112.5,1.3599603290246456
2024-05-10 12:05:00,105031194,0.02739425706783634,0.011757511699331282,0.04303100243634139,33.4122281035946,-112.50028495142833,10063,0.0,33.4,-112.5,1.3599603290246456
2024-05-10 12:06:00,105031194,0.029511784533513077,0.013309378402236244,0.045714190664789905,33.4122281035946,-112.50028495142833,10063,0.0,33.4,-112.5,1.3599603290246456
2024-05-10 12:07:00,105031194,0.01642714650129472,0.003992953857966785,0.028861339144622657,33.4122281035946,-112.50028495142833,10063,0.0,33.4,-112.5,1.3599603290246456
2024-05-10 12:08:00,105031194,0.017969829308681358,0.006207968961876087,0.02973168965548663,33.4122281035946,-112.50028495142833,10063,0.0,33.4,-112.5,1.3599603290246456
2024-05-10 12:09:00,105031194,0.022783444189223786,0.009052016325810186,0.036514872052637384,33.4122281035946,-112.50028495142833,10063,0.0,33.4,-112.5,1.3599603290246456
2024-05-10 12:10:00,105031194,0.03159150015460426,0.015288068036118017,0.04789493227309051,33.4122281035946,-112.50028495142833,10063,0.0,33.4,-112.5,1.3599603290246456
2024-05-10 12:11:00,105031194,0.023460171517173768,0.013630205863926378,0.03329013717042116,33.4122281035946,-112.50028495142833,10063,-0.1,33.4,-112.5,1.3599603290246456
2024-05-10 12:12:00,105031194,0.024573579083376547,0.01444986787148216,0.03469729029527093,33.4122281035946,-112.50028495142833,10063,0.0,33.4,-112.5,1.3599603290246456
2024-05-10 12:13:00,105031194,0.024643001852984212,0.01404612141287047,0.035239882293097956,33.4122281035946,-112.50028495142833,10063,0.0,33.4,-112.5,1.3599603290246456
2024-05-10 12:14:00,105031194,0.034281306375485654,0.020204750687293722,0.048357862063677585,33.4122281035946,-112.50028495142833,10063,0.0,33.4,-112.5,1.3599603290246456
2024-05-10 12:15:00,105031194,0.03448428785169315,0.020064293157186153,0.04890428254620015,33.4122281035946,-112.50028495142833,10063,0.0,33.4,-112.5,1.3599603290246456
2024-05-10 12:16:00,105031194,0.03258725480563976,0.019703742854620045,0.045470766756659474,33.4122281035946,-112.50028495142833,10063,0.0,33.4,-112.5,1.3599603290246456
2024-05-10 12:17:00,105031194,0.022505286441594222,0.012841823573259425,0.03216874930992902,33.4122281035946,-112.50028495142833,10063,0.0,33.4,-112.5,1.3599603290246456
2024-05-10 12:18:00,105031194,0.030482719340163254,0.018232368724276728,0.04273306995604978,33.4122281035946,-112.50028495142833,10063,0.0,33.4,-112.5,1.3599603290246456
2024-05-10 12:19:00,105031194,0.030610311236629325,0.018243203049412265,0.042977419423846384,33.4122281035946,-112.50028495142833,10063,0.0,33.4,-112.5,1.3599603290246456
2024-05-10 12:20:00,105031194,0.027941548620889847,0.016563435915504892,0.039319661326274805,33.4122281035946,-112.50028495142833,10063,0.0,33.4,-112.5,1.3599603290246456
2024-05-10 12:21:00,105031194,0.011946138690576194,0.003130397721698902,0.020761879659453485,33.4122281035946,-112.50028495142833,10063,0.0,33.4,-112.5,1.3599603290246456
2024-05-10 12:22:00,105031194,0.009671210740051171,0.001473710458846646,0.017868711021255694,33.4122281035946,-112.50028495142833,10063,0.0,33.4,-112.5,1.3599603290246456
2024-05-10 12:23:00,105031194,0.00960947571086063,0.001306970926134644,0.017911980495586614,33.4122281035946,-112.50028495142833,10063,0.0,33.4,-112.5,1.3599603290246456
2024-05-10 12:24:00,105031194,0.020573729646560224,0.01120992666760962,0.029937532625510827,33.4122281035946,-112.50028495142833,10063,0.0,33.4,-112.5,1.3599603290246456
2024-05-10 12:25:00,105031194,0.016467394374945855,0.008504408604475083,0.024430380145416628,33.4122281035946,-112.50028495142833,10063,-0.1,33.4,-112.5,1.3599603290246456
