timestamp,substation,Sim GIC (Median),Sim GIC (2.5),Sim GIC (97.5),sub lat,sub lon,site_1_device,site_1_gic,site_1_Latitude,site_1_Longitude,site_1_Distance
2024-05-10 00:00:00,171542397,0.0,0.0,0.0,45.63219182350334,-121.20364353203615,10113,-1.64,45.6,-121.1,8.82008117447392
2024-05-10 00:01:00,171542397,0.0,0.0,0.0,45.63219182350334,-121.20364353203615,10113,-1.4,45.6,-121.1,8.82008117447392
2024-05-10 00:02:00,171542397,0.0,0.0,0.0,45.63219182350334,-121.20364353203615,10113,-1.4,45.6,-121.1,8.82008117447392
2024-05-10 00:03:00,171542397,0.0,0.0,0.0,45.63219182350334,-121.20364353203615,10113,-1.64,45.6,-121.1,8.82008117447392
2024-05-10 00:04:00,171542397,0.0,0.0,0.0,45.63219182350334,-121.20364353203615,10113,-1.64,45.6,-121.1,8.82008117447392
2024-05-10 00:05:00,171542397,0.0,0.0,0.0,45.63219182350334,-121.20364353203615,10113,-1.64,45.6,-121.1,8.82008117447392
2024-05-10 00:06:00,171542397,0.0,0.0,0.0,45.63219182350334,-121.20364353203615,10113,-1.64,45.6,-121.1,8.82008117447392
2024-05-10 00:07:00,171542397,0.0,0.0,0.0,45.63219182350334,-121.20364353203615,10113,-1.41,45.6,-121.1,8.82008117447392
2024-05-10 00:08:00,171542397,0.0,0.0,0.0,45.63219182350334,-121.20364353203615,10113,-2.12,45.6,-121.1,8.82008117447392
2024-05-10 00:09:00,171542397,0.0,0.0,0.0,45.63219182350334,-121.20364353203615,10113,-1.03,45.6,-121.1,8.82008117447392
2024-05-10 00:10:00,171542397,0.0,0.0,0.0,45.63219182350334,-121.20364353203615,10113,0.28,45.6,-121.1,8.82008117447392
2024-05-10 00:11:00,171542397,0.0,0.0,0.0,45.63219182350334,-121.20364353203615,10113,-1.63,45.6,-121.1,8.82008117447392
2024-05-10 00:12:00,171542397,0.0,0.0,0.0,45.63219182350334,-121.20364353203615,10113,-1.64,45.6,-121.1,8.82008117447392
2024-05-10 00:13:00,171542397,0.0,0.0,0.0,45.63219182350334,-121.20364353203615,10113,-1.45,45.6,-121.1,8.82008117447392
2024-05-10 00:14:00,171542397,0.0,0.0,0.0,45.63219182350334,-121.20364353203615,10113,-0.89,45.6,-121.1,8.82008117447392
2024-05-10 00:15:00,171542397,0.0,0.0,0.0,45.63219182350334,-121.20364353203615,10113,-1.88,45.6,-121.1,8.82008117447392
2024-05-10 00:16:00,171542397,0.0,0.0,0.0,45.63219182350334,-121.20364353203615,10113,-1.41,45.6,-121.1,8.82008117447392
2024-05-10 00:17:00,171542397,0.0,0.0,0.0,45.63219182350334,-121.20364353203615,10113,-1.41,45.6,-121.1,8.82008117447392
2024-05-10 00:18:00,171542397,0.0,0.0,0.0,45.63219182350334,-121.20364353203615,10113,-0.42,45.6,-121.1,8.82008117447392
2024-05-10 00:19:00,171542397,0.0,0.0,0.0,45.63219182350334,-121.20364353203615,10113,-1.16,45.6,-121.1,8.82008117447392
2024-05-10 00:20:00,171542397,0.0,0.0,0.0,45.63219182350334,-121.20364353203615,10113,-1.92,45.6,-121.1,8.82008117447392
