timestamp,substation,Sim GIC (Median),Sim GIC (2.5),Sim GIC (97.5),sub lat,sub lon,site_1_device,site_1_gic,site_1_Latitude,site_1_Longitude,site_1_Distance,site_2_device,site_2_gic,site_2_Latitude,site_2_Longitude,site_2_Distance
2024-05-10 00:00:00,108137138,1.609,1.3470703125,1.809375,36.018862461004105,-84.15794542020765,10693,-0.2,36.0,-84.1,5.618250979943795,10207,-0.2,36.0,-84.1,5.618250979943795
2024-05-10 00:01:00,108137138,-0.0057,-0.0245208740234375,0.012524414062499982,36.018862461004105,-84.15794542020765,10693,-0.2,36.0,-84.1,5.618250979943795,10207,-0.2,36.0,-84.1,5.618250979943795
2024-05-10 00:02:00,108137138,0.2384,0.195068359375,0.28950195312499993,36.018862461004105,-84.15794542020765,10693,-0.2,36.0,-84.1,5.618250979943795,10207,-0.2,36.0,-84.1,5.618250979943795
2024-05-10 00:03:00,108137138,-0.0968,-0.10606689453125,-0.08184814453125,36.018862461004105,-84.15794542020765,10693,-0.2,36.0,-84.1,5.618250979943795,10207,-0.2,36.0,-84.1,5.618250979943795
2024-05-10 00:04:00,108137138,0.09314,0.07476806640625,0.11882324218749997,36.018862461004105,-84.15794542020765,10693,-0.3,36.0,-84.1,5.618250979943795,10207,-0.2,36.0,-84.1,5.618250979943795
2024-05-10 00:05:00,108137138,-0.0795,-0.08671875,-0.067578125,36.018862461004105,-84.15794542020765,10693,-0.2,36.0,-84.1,5.618250979943795,10207,-0.2,36.0,-84.1,5.618250979943795
2024-05-10 00:06:00,108137138,0.0666,0.053057861328125,0.08315429687499998,36.018862461004105,-84.15794542020765,10693,-0.2,36.0,-84.1,5.618250979943795,10207,-0.2,36.0,-84.1,5.618250979943795
2024-05-10 00:07:00,108137138,-0.0617,-0.06900634765625,-0.051776123046875004,36.018862461004105,-84.15794542020765,10693,-0.2,36.0,-84.1,5.618250979943795,10207,-0.1,36.0,-84.1,5.618250979943795
2024-05-10 00:08:00,108137138,0.0674,0.0553955078125,0.07960205078124999,36.018862461004105,-84.15794542020765,10693,-0.2,36.0,-84.1,5.618250979943795,10207,-0.2,36.0,-84.1,5.618250979943795
2024-05-10 00:09:00,108137138,-0.007633,-0.0122528076171875,-0.000883674621582038,36.018862461004105,-84.15794542020765,10693,-0.2,36.0,-84.1,5.618250979943795,10207,-0.2,36.0,-84.1,5.618250979943795
2024-05-10 00:10:00,108137138,0.08453,0.07069091796875,0.09644775390624999,36.018862461004105,-84.15794542020765,10693,-0.2,36.0,-84.1,5.618250979943795,10207,-0.2,36.0,-84.1,5.618250979943795
2024-05-10 00:11:00,108137138,0.02725,0.022003173828125,0.033660888671875,36.018862461004105,-84.15794542020765,10693,-0.2,36.0,-84.1,5.618250979943795,10207,-0.1,36.0,-84.1,5.618250979943795
2024-05-10 00:12:00,108137138,0.04962,0.04056396484375,0.059808349609375,36.018862461004105,-84.15794542020765,10693,0.0,36.0,-84.1,5.618250979943795,10207,0.1,36.0,-84.1,5.618250979943795
2024-05-10 00:13:00,108137138,-0.01508,-0.020245361328125,-0.007187652587890625,36.018862461004105,-84.15794542020765,10693,-0.2,36.0,-84.1,5.618250979943795,10207,-0.1,36.0,-84.1,5.618250979943795
2024-05-10 00:14:00,108137138,0.05276,0.04383544921875,0.062841796875,36.018862461004105,-84.15794542020765,10693,-0.1,36.0,-84.1,5.618250979943795,10207,-0.1,36.0,-84.1,5.618250979943795
2024-05-10 00:15:00,108137138,0.03226,0.0265655517578125,0.03941650390625,36.018862461004105,-84.15794542020765,10693,-0.2,36.0,-84.1,5.618250979943795,10207,-0.2,36.0,-84.1,5.618250979943795
2024-05-10 00:16:00,108137138,0.0827,0.0696533203125,0.09246826171874999,36.018862461004105,-84.15794542020765,10693,-0.2,36.0,-84.1,5.618250979943795,10207,-0.2,36.0,-84.1,5.618250979943795
2024-05-10 00:17:00,108137138,-0.012764,-0.017669677734375,-0.0058685302734375,36.018862461004105,-84.15794542020765,10693,-0.2,36.0,-84.1,5.618250979943795,10207,-0.1,36.0,-84.1,5.618250979943795
2024-05-10 00:18:00,108137138,0.05008,0.042022705078125,0.058917236328125,36.018862461004105,-84.15794542020765,10693,-0.2,36.0,-84.1,5.618250979943795,10207,-0.1,36.0,-84.1,5.618250979943795
2024-05-10 00:19:00,108137138,0.01617,0.01217193603515625,0.022601318359374997,36.018862461004105,-84.15794542020765,10693,-0.2,36.0,-84.1,5.618250979943795,10207,-0.1,36.0,-84.1,5.618250979943795
2024-05-10 00:20:00,108137138,0.05923,0.04981689453125,0.06737060546875,36.018862461004105,-84.15794542020765,10693,-0.1,36.0,-84.1,5.618250979943795,10207,-0.1,36.0,-84.1,5.618250979943795
2024-05-10 00:21:00,108137138,0.02412,0.0196563720703125,0.02930908203125,36.018862461004105,-84.15794542020765,10693,-0.1,36.0,-84.1,5.618250979943795,10207,0.0,36.0,-84.1,5.618250979943795
2024-05-10 00:22:00,108137138,0.066,0.05545654296875,0.07344970703124999,36.018862461004105,-84.15794542020765,10693,-0.2,36.0,-84.1,5.618250979943795,10207,-0.1,36.0,-84.1,5.618250979943795
2024-05-10 00:23:00,108137138,0.03714,0.0310272216796875,0.042413330078125,36.018862461004105,-84.15794542020765,10693,-0.2,36.0,-84.1,5.618250979943795,10207,-0.1,36.0,-84.1,5.618250979943795
2024-05-10 00:24:00,108137138,0.0646,0.054266357421875,0.07269287109374999,36.018862461004105,-84.15794542020765,10693,-0.1,36.0,-84.1,5.618250979943795,10207,-0.1,36.0,-84.1,5.618250979943795
